,ratio_peri_core,ratio_active_dev,retention_rate,dropout_rate,core2peripheral_rate,inflow_rate,month
0,0,0,0,0,0,0,2016-09
1,1.6666666666666667,0.5625,1.0,0.0,0.0,0.16666666666666666,2016-10
2,3.6,0.17391304347826086,1.0,0.0,0.0,0.4,2016-11
3,3.9,0.1836734693877551,0.6,0.0,0.2,0.4,2016-12
4,2.7777777777777777,1.0735294117647058,1.0,0.0,0.0,0.4444444444444444,2017-01
5,1.0638297872340425,0.8556701030927835,0.7777777777777778,0.05555555555555555,0.05555555555555555,0.6595744680851063,2017-02
6,1.3877551020408163,0.8974358974358975,0.5957446808510638,0.0851063829787234,0.2127659574468085,0.40816326530612246,2017-03
7,1.5952380952380953,1.0275229357798166,0.5306122448979592,0.061224489795918366,0.24489795918367346,0.2857142857142857,2017-04
8,1.3555555555555556,1.169811320754717,0.5476190476190477,0.09523809523809523,0.2619047619047619,0.37777777777777777,2017-05
9,1.972972972972973,1.0363636363636364,0.4222222222222222,0.17777777777777778,0.3111111111111111,0.2972972972972973,2017-06
10,1.9705882352941178,1.2772277227722773,0.4864864864864865,0.10810810810810811,0.2972972972972973,0.3235294117647059,2017-07
11,1.6170212765957446,1.2195121951219512,0.5588235294117647,0.14705882352941177,0.17647058823529413,0.2978723404255319,2017-08
12,1.8611111111111112,1.4368932038834952,0.5106382978723404,0.1276595744680851,0.2127659574468085,0.25,2017-09
13,2.0277777777777777,1.5596330275229358,0.5833333333333334,0.1111111111111111,0.2222222222222222,0.16666666666666666,2017-10
14,1.763157894736842,1.8761904761904762,0.6388888888888888,0.0,0.25,0.21052631578947367,2017-11
15,1.7142857142857142,2.6447368421052633,0.5,0.10526315789473684,0.21052631578947367,0.21428571428571427,2017-12
16,1.3181818181818181,1.8725490196078431,0.75,0.03571428571428571,0.14285714285714285,0.3181818181818182,2018-01
17,1.475,1.595959595959596,0.5,0.06818181818181818,0.25,0.2,2018-02
18,1.975,1.915966386554622,0.675,0.05,0.175,0.1,2018-03
19,1.6578947368421053,2.9207920792079207,0.7,0.05,0.175,0.15789473684210525,2018-04
20,1.631578947368421,3.0,0.7894736842105263,0.0,0.13157894736842105,0.18421052631578946,2018-05
21,1.394736842105263,3.043956043956044,0.7631578947368421,0.07894736842105263,0.13157894736842105,0.10526315789473684,2018-06
22,1.098360655737705,2.25,0.868421052631579,0.02631578947368421,0.02631578947368421,0.26229508196721313,2018-07
23,1.4727272727272727,2.3088235294117645,0.639344262295082,0.06557377049180328,0.11475409836065574,0.16363636363636364,2018-08
24,1.4489795918367347,2.0,0.6545454545454545,0.05454545454545454,0.18181818181818182,0.10204081632653061,2018-09
25,2.02,2.218543046357616,0.7142857142857143,0.0,0.16326530612244897,0.14,2018-10
26,1.8695652173913044,2.5454545454545454,0.62,0.06,0.2,0.1956521739130435,2018-11
27,1.3454545454545455,2.5271317829457365,0.7608695652173914,0.0,0.08695652173913043,0.12727272727272726,2018-12
28,1.7708333333333333,2.2481203007518795,0.6727272727272727,0.09090909090909091,0.14545454545454545,0.10416666666666667,2019-01
29,1.180327868852459,1.9248120300751879,0.75,0.0625,0.08333333333333333,0.29508196721311475,2019-02
30,1.4821428571428572,2.0575539568345325,0.6557377049180327,0.08196721311475409,0.14754098360655737,0.19642857142857142,2019-03
31,1.6470588235294117,2.259259259259259,0.6428571428571429,0.10714285714285714,0.16071428571428573,0.11764705882352941,2019-04
32,1.2318840579710144,2.292207792207792,0.8627450980392157,0.0392156862745098,0.0392156862745098,0.10144927536231885,2019-05
33,1.5517241379310345,2.114864864864865,0.7391304347826086,0.028985507246376812,0.11594202898550725,0.05172413793103448,2019-06
34,1.3157894736842106,2.742424242424242,0.7413793103448276,0.017241379310344827,0.1206896551724138,0.08771929824561403,2019-07
35,1.9795918367346939,2.815068493150685,0.5964912280701754,0.05263157894736842,0.22807017543859648,0.1836734693877551,2019-08
36,1.8297872340425532,2.4661654135338344,0.673469387755102,0.061224489795918366,0.1836734693877551,0.10638297872340426,2019-09
37,1.3142857142857143,2.3333333333333335,0.7659574468085106,0.02127659574468085,0.1702127659574468,0.2714285714285714,2019-10
38,1.203125,2.702127659574468,0.7142857142857143,0.02857142857142857,0.21428571428571427,0.03125,2019-11
39,0.9464285714285714,3.55045871559633,0.6875,0.0625,0.125,0.10714285714285714,2019-12
40,1.106060606060606,2.776978417266187,0.7321428571428571,0.017857142857142856,0.10714285714285714,0.16666666666666666,2020-01
41,1.0493827160493827,1.8132530120481927,0.7424242424242424,0.06060606060606061,0.13636363636363635,0.16049382716049382,2020-02
42,1.6615384615384616,2.179190751445087,0.6296296296296297,0.04938271604938271,0.1728395061728395,0.09230769230769231,2020-03
43,1.4487179487179487,2.356020942408377,0.7538461538461538,0.015384615384615385,0.15384615384615385,0.15384615384615385,2020-04
44,1.393939393939394,2.4936708860759493,0.5897435897435898,0.05128205128205128,0.19230769230769232,0.18181818181818182,2020-05
45,1.3066666666666666,2.1502890173410405,0.7878787878787878,0.06060606060606061,0.06060606060606061,0.09333333333333334,2020-06
46,0.9074074074074074,2.20873786407767,0.76,0.04,0.10666666666666667,0.3148148148148148,2020-07
47,1.1358024691358024,2.6300578034682083,0.5092592592592593,0.17592592592592593,0.16666666666666666,0.14814814814814814,2020-08
48,1.1956521739130435,2.089108910891089,0.7407407407407407,0.06172839506172839,0.13580246913580246,0.1956521739130435,2020-09
49,1.0222222222222221,2.543956043956044,0.6956521739130435,0.05434782608695652,0.08695652173913043,0.14444444444444443,2020-10
50,0.851063829787234,2.5517241379310347,0.7,0.022222222222222223,0.2111111111111111,0.19148936170212766,2020-11
51,0.8737864077669902,2.077720207253886,0.7127659574468085,0.05319148936170213,0.10638297872340426,0.14563106796116504,2020-12
