version,active_users,core_developers,peripheral_developers,retention rate,inflow rate,dropout rate,core-to-peri rate,ratio p-c,ratio a-d,stars
2020-06,372,75,98,0.7878787878787878,0.0933333333333333,0.0606060606060606,0.0606060606060606,1.3066666666666666,2.1502890173410405,37181
2020-07,455,108,98,0.76,0.3148148148148148,0.04,0.1066666666666666,0.9074074074074074,2.20873786407767,37953
2020-08,455,81,92,0.5092592592592593,0.1481481481481481,0.1759259259259259,0.1666666666666666,1.1358024691358024,2.6300578034682083,38794
2020-09,422,92,110,0.7407407407407407,0.1956521739130435,0.0617283950617283,0.1358024691358024,1.1956521739130437,2.089108910891089,39629
2020-10,463,90,92,0.6956521739130435,0.1444444444444444,0.0543478260869565,0.0869565217391304,1.022222222222222,2.543956043956044,40953
2020-11,444,94,80,0.7,0.1914893617021276,0.0222222222222222,0.2111111111111111,0.851063829787234,2.5517241379310347,41692
2020-12,401,103,90,0.7127659574468085,0.145631067961165,0.0531914893617021,0.1063829787234042,0.8737864077669902,2.077720207253886,42504
2021-01,385,91,86,0.5922330097087378,0.0879120879120879,0.058252427184466,0.233009708737864,0.945054945054945,2.175141242937853,43309
2021-02,357,89,86,0.7032967032967034,0.1235955056179775,0.0439560439560439,0.1648351648351648,0.9662921348314608,2.04,44106
2021-03,442,94,109,0.7303370786516854,0.1276595744680851,0.0224719101123595,0.146067415730337,1.1595744680851063,2.1773399014778323,44700
2021-04,400,85,127,0.723404255319149,0.0705882352941176,0.0319148936170212,0.1808510638297872,1.4941176470588236,1.8867924528301887,45515
2021-05,393,79,113,0.7058823529411765,0.1012658227848101,0.0352941176470588,0.2117647058823529,1.4303797468354431,2.046875,46188
2021-06,453,86,106,0.7468354430379747,0.127906976744186,0.0253164556962025,0.189873417721519,1.2325581395348837,2.359375,46857
2021-07,405,97,88,0.7558139534883721,0.1649484536082474,0.0232558139534883,0.1162790697674418,0.9072164948453608,2.189189189189189,47505
2021-08,422,97,103,0.711340206185567,0.1134020618556701,0.0618556701030927,0.1237113402061855,1.0618556701030928,2.11,48210
2021-09,399,83,105,0.6082474226804123,0.144578313253012,0.0721649484536082,0.1958762886597938,1.2650602409638554,2.122340425531915,48951
2021-10,367,82,98,0.6506024096385542,0.1463414634146341,0.108433734939759,0.108433734939759,1.195121951219512,2.0388888888888888,49610
2021-11,415,90,91,0.7560975609756098,0.1222222222222222,0.0365853658536585,0.1585365853658536,1.011111111111111,2.292817679558011,50311
2021-12,413,77,92,0.6888888888888889,0.0779220779220779,0.0555555555555555,0.0888888888888888,1.1948051948051948,2.4437869822485205,50997
2022-01,356,76,89,0.7012987012987013,0.1052631578947368,0.0519480519480519,0.1298701298701298,1.1710526315789471,2.1575757575757577,51649
2022-02,352,87,96,0.6973684210526315,0.1034482758620689,0.0263157894736842,0.131578947368421,1.103448275862069,1.9234972677595628,52425
2022-03,422,81,111,0.6436781609195402,0.0864197530864197,0.0459770114942528,0.1494252873563218,1.3703703703703705,2.1979166666666665,52984
2022-04,366,85,118,0.7037037037037037,0.1411764705882353,0.074074074074074,0.1975308641975308,1.388235294117647,1.8029556650246303,53768
2022-05,398,81,115,0.6823529411764706,0.1234567901234567,0.0823529411764705,0.1411764705882353,1.4197530864197532,2.0306122448979598,54494
2022-06,436,92,128,0.7407407407407407,0.2065217391304347,0.074074074074074,0.1481481481481481,1.391304347826087,1.981818181818182,55268
2022-07,444,90,122,0.6847826086956522,0.1444444444444444,0.1630434782608695,0.1521739130434782,1.3555555555555556,2.0943396226415096,56002
